name|line
Rintaro|Of course you haven’t. This is the first time I’ve revealed it. For I shall be the one to initiate Ragnarok! And the world shall be reborn!
Suzuha|Wow! You sure are brave, Okabe Rintaro. You’ll probably fail, but I like your spirit.
Suzuha|I wish my comrades were as spirited as you are.
Tennouji|Why does my store attract nothing but weirdos? Damn.
Tennouji|Whatever, part-timer. Just come inside.
Suzuha|Coming!
Suzuha|Later, Okabe Rintaro!
Mayuri|Wait up, Okarin!
Rintaro|So you’re going to help me search after all? That’s the lab mem spirit.
Mayuri|Oh, no, that’s not it. I was thinking about buying lunch.
Rintaro|...
Rintaro|So, where do you plan to go?
Mayuri|Hmmm, what to eat...
Mayuri|Sanbo’s beef bowl sounds good!
Rintaro|But Sanbo isn’t open this earl--
Mayuri|I feel like I can reach the stars.
Rintaro|It’s too early for stars, Mayuri.
Mayuri|Did you know? Even during the day, the stars are still up there.
Rintaro|Getting philosophical is nice and all, but it’s dangerous to stop in the middle of the street.
Mayuri|Ehehe! That’s true.
Mayuri|Oh, just now, when I was looking at the stars, I decided to have ramen for lunch today!
Kurisu|Ah.
Rintaro|Well, if it isn’t my assistant. What are you doing here?
Kurisu|Hey. When did I become your assistant?
Kurisu|...Why are you glaring at me?
Rintaro|Don’t worry about it. You’re not the cause of my frustration.
Kurisu|Oh, so you’re just raging? Don’t glare at me.
Rintaro|You’ve glared at me before, haven’t you?
Kurisu|That’s because you keep doing pervy--
Kurisu|Ah, no, I’m not saying anything.
Kurisu|Are the emails you’re getting really that unpleasant?
Rintaro|They’re more... unreasonable than unpleasant.
Rintaro|So, Christina, what brings you here?
Kurisu|If you’re going to call me names, could you at least be consistent?
Kurisu|Anyway, my business here doesn’t concern you.
Rintaro|Why are you pouting?
Kurisu|I’m not pouting. I just don’t want to get involved in your silly games again.
Rintaro|Nonsense. You’re already a lab mem. You have a duty to work for the benefit of the lab!
Kurisu|...I regret losing myself to curiosity back then.
Rintaro|Did you come to see the satellite?
Kurisu|...I guess.
Kurisu|It doesn’t make sense. Normally, they calculate satellites’ orbits so that they burn up in the atmosphere when they fall. So how can that thing be in such perfect condition?
Rintaro|Where’s this satellite from, anyway?
Kurisu|They still don’t know. Rumors say it’s from the former Soviet Union, but Russia denies it. So it looks like they can’t remove it yet.
Rintaro|So it’s another Organization cover-up! They knew I’d be at Radi-Kan and tried to erase me!
Kurisu|Organization? What’s that?
Rintaro|The Organization is the Organization. Its formal name is something else, but all those who know of its existence call it the Organization out of fear.
Rintaro|They rule the world from the shadows, transcending nations, with politics, economics, religion, even science in their clutches.
Kurisu|That’s obviously a crackpot conspiracy theory, thank you very mu--
Kurisu|...
Rintaro|What’s wrong?
Kurisu|N-nothing! Really, nothing, okay? Say another word and I hit you!
Kurisu|A-anyway! What’s happened with the PhoneWave!?
Rintaro|I thought you didn’t want to get involved. And it’s not the PhoneWave, it’s the PhoneWave (name subject to change)--
Kurisu|Just answer me. Have you learned anything?
Rintaro|No progress. We’ve tried repeating the experiment, but at present, we haven’t been able to reproduce the discharge phenomenon or send another email to the past.
Kurisu|I see...
Kurisu|Hello? Can you put your phone away when you’re talking with someone?
Rintaro|Don’t be like that. Rather, you should praise me, for I have taught a foul mail demon to behave like a civilized human being.
Kurisu|Why are you so pompous?
Rintaro|I’d ask you the same thing, Christina.
Kurisu|...
Kurisu|Are you done with your little mail exchange? Hououin-san?
Rintaro|Oh? So you remember my true name. Indeed, I am Hououin Kyouma.
Kurisu|I was being facetious.
Rintaro|How was that facetious? You called me by my correct name. You made no mistake. You’ll make a good assistant.
Kurisu|Okabe-san... have you sought professional help?
Rintaro|I am not Okabe!
Kurisu|This is exhausting...
Kurisu|You’re pompous, but at least you have some manners.
Rintaro|What do you mean?
Kurisu|I hate people who play with their phones in the middle of a conversation.
Rintaro|Ah, so that’s why you grabbed my phone when we first met.
Kurisu|When we first met? I didn’t do that.
Rintaro|Yeah you did. There I was, giving my report, when you grabbed my--
Kurisu|What? What do you mean ’giving your report’?
Rintaro|No. It’s nothing.
Rintaro|So, about the PhoneWave (name subject to change).
Rintaro|After the experiment, you screamed something like ’A time machine? It can’t be!’ Did something awaken a past trauma?
Kurisu|No. And don’t go making one up either.
Rintaro|Back when she was five years old, Christina was on the plains of Arkansas when lightning--
Kurisu|I wasn’t hit by lightning! And I was still living in Japan when I was five! And why Arkansas?
Rintaro|I was trying to imagine tranquil scenery, and the first state to come to mind was Arkansas. Second was Oregon.
Kurisu|Not Utah? I mean, relatively speaking, isn’t Utah more suitable?
Rintaro|Then answer me, Christina! Why did you freak out back then!?
Kurisu|...No reason. I simply didn’t want to believe. Fringe science should stay in the realm of fiction.
Rintaro|Fringe science? Don’t be ridiculous.
Rintaro|You saw it with your own eyes. You saw the email leap to the past! You saw the banana travel instantly through space!
Kurisu|I saw... but we must be missing something. Or maybe we’re just seeing what we want to see.
Kurisu|Remember what I said at ATF? Time machines are just a pipe dream given modern technology.
Kurisu|And yet a bunch of amateurs like you just stick a phone and a microwave together and expect time travel to occur? Ridiculous.
Rintaro|But it did occur! Will you deny what you saw with your own eyes? Are you saying that theories trump reality? Then I hope you enjoy sophistry and word games, because that’s all you’ll ever have!
Kurisu|What do you mean, word games?
Rintaro|Quantum theory, for example. If you ask me, theories like that are nothing but word games!
Kurisu|Wait, are you rejecting modern physics? Who do you think you are?
Rintaro|Trust what you see! The only things that matter are things that happen; things that don’t happen, things that aren’t observed, are just hypotheses!
Kurisu|When hypotheses pile up, and theories are verified, they become reality.
Kurisu|That’s how modern physics comes to understand the truth of the universe.
Rintaro|But sometimes your hypotheses are mistaken! Even Einstein was wrong about some things!
Kurisu|So you’re going to do nothing, just because you could be wrong? Then enjoy your dirty little lab and your silly gadgets, because that’s all you’ll ever have.
Kurisu|You’ll never reach the truth that way. Failure teaches success.
Rintaro|I see. Nice rebuttal.
Kurisu|...You’re never getting off your high horse, are you?
Rintaro|By the way, Christina, I have always felt that physicists are hypocrites.
Kurisu|...What?
Rintaro|There are phenomena that everyone knows occur in reality, but which physicists refuse to research. What do you think about that?
Kurisu|I don’t know what to say unless you can give me some examples.
Rintaro|Ghosts, for instance.
Kurisu|The occult? Really?
Rintaro|You refuse to research it just because it’s the occult? That contradicts what you just said!
Rintaro|’You’ll never reach the truth that way!’
Kurisu|...
Rintaro|People have seen ghosts. There is even photographic evidence.
Rintaro|So where are the theories? Why do physicists refuse to speak?
Kurisu|...It’s a different field of study.
Rintaro|You can’t call physics the study of natural phenomena, then decide some things don’t count!
Kurisu|True, but...
Rintaro|And that’s why we must investigate the phenomenon of sending emails to the past. You shall assist me!
Kurisu|No.
Kurisu|I won’t have a hand in your fringe science. I won’t make the same mistake my father did.
Rintaro|Your father?
Kurisu|You make a fine argument, but it won’t work in the scientific community.
Kurisu|The day you decide to research time travel is the day you’re out of a job.
Rintaro|How can you be so certain?
Kurisu|Because that’s what happened to my father.
Kurisu|My father, a physicist, loved time machines. He was so fascinated by Wells’s ’The Time Machine’ that he seriously studied time travel.
Kurisu|But because of his obsession, he was practically exiled from the scientific community.
Kurisu|I will never get involved with time travel research!
Kurisu|...I’m sorry. I got emotional.
Rintaro|Muhahaha! Don’t worry about it! I wanted to test your character, so I made you angry on purpose!
Kurisu|...Huh?
Kurisu|...Anyway, the PhoneWave isn’t a time machine.
Kurisu|Email is a manmade system, so this phenomenon should be explainable in the scope of that system.
Rintaro|I understand. I had no idea you hate time machines that much. It’s almost like an allergy.
Kurisu|...
Rintaro|I apologize for forcing you to become a lab mem. You don’t have to come again.
Kurisu|...I wasn’t planning on it.
Rintaro|But know this, Christina.
Kurisu|Don’t call me Christina.
Rintaro|Lab Mem Number 004 will be a retired number. That number... is yours forever.
Kurisu|You look ridiculous!
Rintaro|What are you doing!? You’ve ruined my perfectly-staged exit scene! And you call yourself my assistant!?
Kurisu|No, I don’t call myself your assistant! And besides, I still have something to ask you!
Kurisu|I asked you about this before, but you said I got stabbed, right? I demand an explanation.
Rintaro|That was just something I hallucinated.
Kurisu|Why would you dream about me?
Rintaro|I don’t know. And it wasn’t a dream. It was a hallucination.
Kurisu|You said something about Doctor Nakabachi, didn’t you?
Rintaro|Doctor Nakabachi held a time machine presentation at Radi-Kan that day.
Kurisu|That presentation was canceled because of the satellite crash.
Rintaro|So it seems. But in my hallucination, the presentation proceeded as planned. Mayuri and I went to see it, and you came over to flirt with me.
Kurisu|I don’t flirt. Especially not with idiots like you.
Rintaro|Like I said, it wasn’t real, okay? No... maybe this world is what isn’t real.
Rintaro|That would explain the riddle of the PhoneWave (name subject to change). If this world is some kind of simulation, then we can disregard the laws of physics.
Kurisu|Escapism? That’s unexpectedly chicken of you.
Rintaro|It’s a hypothesis. Your favorite thing.
Kurisu|So who stabbed me? Don’t tell me it was you.
Rintaro|You were already dead when I got there. I didn’t see who did it.
Kurisu|I don’t get it. Why do I have to die in your mind? You have something against me?
Rintaro|Of course not. At that point in time, we had only spoken once. We were just strangers.
Rintaro|Anyway, we didn’t know each other. That’s why I ran away instead of calling for an ambulance.
Kurisu|My hero.
Rintaro|What? You want me to go back in time and give you CPR or something? I’d need to use the PhoneWave (name subject to change) for that.
Kurisu|...I’ve heard enough. No more hallucinating about me, okay? Dying isn’t fun, even if it’s in someone else’s head.
Rintaro|I can’t make any guarantees. That would require perfect 24-hour surveillance inside my brain.
Kurisu|You have a comeback for everything, don’t you.
Kurisu|Kyah! What now!?
Rintaro|I’m not done talking!
Kurisu|You trying to pick a fight?
Rintaro|It’s revenge for ruining my farewell scene, Christina! You shall regret your thoughtless actions!
